battery_id,cycle,Capacity,SOH,health,time_to_3_8V,time_to_3_6V,time_to_3_5V,time_to_3_4V,v_start,temp_mean,temp_max
B0005,63,1.6745692479879102,83.72846239939551,Healthy,422.406,1171.719,1789.985,2483.516,4.198991968341307,32.382685497234974,39.398032192832
B0005,64,1.663716375981405,83.18581879907026,Healthy,422.5,1162.375,1771.281,2455.391,4.197785116892181,32.30899951427638,39.10678394120843
B0005,65,1.659013868748246,82.9506934374123,Healthy,422.235,1162.766,1771.844,2455.672000000006,4.201331130571617,32.56636929496717,39.44448954135193
B0005,66,1.6538540573335014,82.69270286667508,Healthy,413.172,1144.0,1743.922,2427.797,4.199339974904826,32.46542951751835,39.509602016775695
B0005,67,1.642653782130131,82.13268910650655,Healthy,403.454,1124.875,1724.219,2408.079,4.198916244859707,32.347056454418095,39.33486536224533
B0005,68,1.6378578430223698,81.89289215111849,Healthy,394.312,1115.484,1705.937,2389.656,4.198537488587242,32.37153894064616,39.43723270017243
B0005,69,1.6327350407099108,81.63675203549555,Healthy,394.344,1115.5,1696.375,2379.859,4.198943932259475,32.45549347979197,39.51375235624076
B0005,70,1.6277528915533617,81.38764457766808,Healthy,394.391,1106.375,1687.047000000006,2361.812999999994,4.199579806494986,32.50017194695606,39.60170302810528
B0005,71,1.622125485521159,81.10627427605796,Healthy,385.032,1096.735,1667.829,2342.454,4.198782234828033,32.50100298369444,39.68746359758208
B0005,72,1.6113256603765849,80.56628301882924,Healthy,384.86,1087.454,1658.61,2323.454,4.19910517813207,32.4728927422438,39.53535075538898
B0005,73,1.6065631397488385,80.32815698744193,Healthy,375.406,1077.906,1640.063,2305.172,4.198510853141954,32.50480154634882,39.6502371632164
B0005,74,1.6015142233917594,80.07571116958798,Healthy,375.469,1068.984,1621.64,2286.765,4.198732430468704,32.51218336210202,39.69929058154853
B0005,75,1.590369231400328,79.5184615700164,Degrading,366.266,1059.672,1602.485,2258.282,4.198799630396931,32.45692821941515,39.56076309770468
B0005,76,1.5857889968242211,79.28944984121105,Degrading,366.109,1049.796,1593.109,2239.437,4.198753541225669,32.447059186431154,39.63708096307912
B0005,77,1.5849430707374117,79.24715353687058,Degrading,366.219,1040.36,1574.141,2220.235,4.200309982421394,32.32889654966259,39.43977047692484
B0005,78,1.5955263892495937,79.77631946247968,Degrading,375.641,1068.907,1612.063,2277.219,4.201124089732316,32.84488475360107,39.83902225625452
B0005,79,1.5747301747801037,78.73650873900519,Degrading,356.766,1031.297,1555.891,2211.875,4.198150316653697,32.31731555011648,39.41794949618613
B0005,80,1.5649019950937946,78.24509975468973,Degrading,337.969,1012.61,1528.063,2174.86,4.198524048997099,32.06376130177751,39.262781682151214
B0005,81,1.5597659473370362,77.98829736685181,Degrading,338.031,1003.5,1527.891,2165.0,4.198840869468569,32.21997626855924,39.47237839941986
B0005,82,1.5594815668184234,77.97407834092117,Degrading,347.469,1003.266,1527.734,2164.578,4.198119631667182,32.7120225448885,40.03754146951368
B0005,83,1.55468935359061,77.7344676795305,Degrading,347.531,1003.469,1518.906,2156.11,4.198320288264955,32.945022147355694,40.14273016201157
B0005,84,1.5488741079890418,77.44370539945209,Degrading,338.156,993.75,1499.641,2136.438,4.1980467610750285,32.857549597381336,40.1165626728546
B0005,85,1.538236598942558,76.9118299471279,Degrading,328.687,984.156,1480.718,2108.093,4.199047008209673,32.629663328789654,39.87503330866132
B0005,86,1.527914258251028,76.39571291255139,Degrading,319.438,966.0,1462.297,2071.282,4.197669918520713,32.379859014262976,39.61961987024145
B0005,87,1.5285252629756445,76.42626314878223,Degrading,319.671,966.015,1453.203,2071.328,4.197600624105256,32.68215852457039,40.067324667444815
B0005,88,1.522647325284378,76.1323662642189,Degrading,328.781,965.844,1462.187,2071.109,4.197985718630326,32.99387423636739,40.24716716520102
B0005,89,1.5174859938489869,75.87429969244934,Degrading,319.125,956.094,1443.078,2061.672,4.198164128530042,33.045397072111655,40.30253125568348
B0005,90,1.605818899130659,80.29094495653295,Healthy,413.078,1068.781,1574.672,2239.844,4.222920057935785,32.856295641052824,40.09418103142496
B0005,91,1.5638491446744425,78.19245723372212,Degrading,366.547,1031.437,1555.859,2202.312,4.200423045909808,33.33950238056361,40.52238496316615
B0005,92,1.5480915247767786,77.40457623883893,Degrading,356.906,1003.156,1518.375,2164.812,4.198372063670128,33.35156485472646,40.56886357314186
B0005,93,1.5323755631868592,76.61877815934297,Degrading,338.062,984.281,1490.187,2127.265,4.198353213898968,33.147486361012966,40.27804845768325
B0005,94,1.5269528268489705,76.34764134244853,Degrading,328.672,975.109,1462.156,2089.656,4.197873789078739,33.007275861749356,40.2921849196155
B0005,95,1.5169573017136326,75.84786508568163,Degrading,328.765,956.422,1443.375,2071.078,4.197955644238241,32.91990812745461,40.184384347174266
B0005,96,1.511897596014269,75.59487980071346,Degrading,319.562,947.281,1434.39,2052.703,4.197918434710392,32.99903328622305,40.320066232195046
B0005,97,1.5065638960681105,75.32819480340552,Degrading,319.312,947.047,1424.594,2033.516,4.197739340034368,33.03772281691292,40.33650561265159
B0005,98,1.5015453526671363,75.07726763335681,Degrading,310.016,937.938,1415.656,2015.406,4.19785490446139,33.07740307192613,40.43267631588412
B0005,99,1.4908444050400238,74.54222025200119,Degrading,309.875,927.828,1396.219,2004.938,4.197306756122815,33.05467981523988,40.314538591575015
B0005,100,1.485868384561201,74.29341922806006,Degrading,309.921,918.812,1387.187,1986.796,4.197528212001444,33.11570360624461,40.386661855917744
B0005,101,1.480413677976106,74.02068389880529,Degrading,300.484,909.437,1377.906,1968.5,4.19743662221161,33.12942148982365,40.43384612547835
B0005,102,1.4752095869031632,73.76047934515816,Degrading,300.609,909.781,1359.422,1958.875,4.197717228550219,33.130681310493344,40.44479269068758
B0005,103,1.4859035988304024,74.29517994152012,Degrading,291.25,909.578,1368.641,1968.172,4.192454851360723,33.20069210329718,40.58499656066617
B0005,104,1.4960918298136696,74.80459149068348,Degrading,328.641,947.329,1415.766,2024.61,4.202845001527377,33.78697527817091,40.99869158762305
B0005,105,1.4808005946928984,74.04002973464492,Degrading,310.188,918.952999999994,1377.9850000000006,1977.8910000000035,4.197952808231904,33.673365085761986,40.997807625227495
B0005,106,1.4697543268466824,73.48771634233412,Degrading,300.375,899.735,1358.797,1948.625,4.198017952345714,33.535818118317145,40.84213757482493
B0005,107,1.4539012274845928,72.69506137422964,Degrading,281.812,871.734,1321.5,1902.406,4.192162800008929,33.32269982188509,40.69012464267011
B0005,108,1.454146206723569,72.70731033617845,Degrading,281.594,880.797,1320.954,1901.797,4.196993378341778,33.346230327490304,40.69938049882204
B0005,109,1.455023751906683,72.75118759533416,Degrading,291.172,881.969,1322.047,1903.063,4.197603515102162,33.64948900485925,41.06026204078849
B0005,110,1.449042163761236,72.4521081880618,Degrading,281.81299999999464,872.2970000000059,1312.656000000003,1884.297000000006,4.196406678544622,33.79269513542103,41.19696040482682
B0005,111,1.4386709371480566,71.93354685740283,Degrading,282.141,862.75,1293.86,1865.704,4.197098662004674,33.52446663707275,40.84446688602949
B0005,112,1.433445432156979,71.67227160784894,Degrading,272.343,853.046,1274.406,1845.89,4.196909312093871,33.39042251934235,40.764203830749366
B0005,113,1.4333958900838095,71.66979450419048,Degrading,272.204,852.907,1274.172,1836.266,4.197105220217278,33.67370212742761,41.11212504270441
B0005,114,1.42806487344776,71.403243672388,Degrading,272.297,853.109,1274.625,1836.75,4.196244829545076,33.91080564765892,41.27256611507568
B0005,115,1.4229203181741186,71.14601590870593,Degrading,272.578,844.141,1265.844,1818.484,4.19680260180666,33.7850680599871,41.15574924454392
B0005,116,1.417429032731308,70.8714516365654,Degrading,263.016,834.453,1246.719,1799.484,4.196227405416926,33.61126807392732,41.03237216951879
B0005,117,1.412409228794446,70.6204614397223,Degrading,253.813,825.656,1228.5,1780.844,4.196558172556389,33.45598581472246,40.937269906716935
B0005,118,1.412578792940193,70.62893964700964,Degrading,253.719,825.157,1237.391,1780.75,4.196870541112335,33.723267448788484,41.240704611971786
B0005,119,1.4075983731469897,70.37991865734948,Degrading,263.078,825.593,1237.734,1781.109,4.196795527524874,34.05007636985734,41.43649987692296
B0005,120,1.4333920485221476,71.66960242610739,Degrading,272.313,853.297,1275.031,1846.328,4.189287343772767,33.889346908026745,41.16703904201915
B0005,121,1.4382550176792908,71.91275088396453,Degrading,291.141,871.953,1302.906,1874.141,4.201144545237731,34.067648550088656,41.36216559728765
B0005,122,1.4173547174485526,70.86773587242763,Degrading,272.594,834.891,1256.25,1809.203,4.196925753814179,33.75168100943646,41.02198772703674
B0005,123,1.406981663677643,70.34908318388216,Degrading,253.703,825.157,1228.297,1771.719,4.196901090271507,33.46482299584788,40.78818812957494
B0005,124,1.4012037783587623,70.06018891793812,Degrading,253.672,806.016,1208.875,1751.875,4.196688955833435,33.40210697922146,40.81506138506309
B0005,125,1.3967008232726328,69.83504116363164,Critical,244.437,806.609,1200.312,1734.297,4.196339302740304,33.410688917712235,40.85837421987642
B0005,126,1.391284788852726,69.5642394426363,Critical,244.563,797.313,1190.922,1724.969,4.196181412764837,33.38984948261314,40.839876773287166
B0005,127,1.3862287677978349,69.31143838989175,Critical,235.047,788.0,1181.172,1705.844,4.195770804194879,33.3700433438796,40.85376069244676
B0005,128,1.3804366761974138,69.02183380987069,Critical,235.0,778.218,1162.093,1686.531,4.195456241846729,33.27215987470977,40.74795214258888
B0005,129,1.3752364150256224,68.76182075128112,Critical,235.046,777.906,1162.109,1677.437,4.19654355365607,33.222444215660225,40.68794001196382
B0005,130,1.3705128024895008,68.52564012447505,Critical,225.531,769.109,1143.875,1659.312,4.194357133255019,33.26207748383125,40.7810749453613
B0005,131,1.37050855662704,68.525427831352,Critical,225.828,759.75,1143.859,1649.672,4.195863681881766,33.312029905516525,40.88159339768709
B0005,132,1.3647355108681518,68.23677554340759,Critical,225.547,759.484,1134.14,1639.703,4.19558455466442,33.25287943255863,40.81191473576834
B0005,133,1.375392016895762,68.7696008447881,Critical,225.984,778.547,1162.625,1687.062,4.186574613062876,33.745054045019884,41.11793533148924
B0005,134,1.3861115151535393,69.30557575767696,Critical,253.796,797.281,1190.703,1724.984,4.200346502821317,33.88841975386692,41.248795355864885
B0005,135,1.369850003583894,68.4925001791947,Critical,235.031,777.953,1161.953,1677.203,4.1981749992980655,33.7353756996425,41.16242984455477
B0005,136,1.3647827949260758,68.23913974630379,Critical,225.547,759.438,1134.109,1649.172,4.195715092938243,33.59131052719714,41.16437554618679
B0005,137,1.3543220466259964,67.71610233129982,Critical,215.969,749.969,1124.531,1621.047,4.195755769877104,33.32366688599416,40.86421618020504
B0005,138,1.3546417018378962,67.73208509189482,Critical,225.578,750.312,1125.047,1630.984,4.195911764444989,33.691961507697364,41.25434553511566
B0005,139,1.354703921319241,67.73519606596204,Critical,225.594,750.219,1125.125,1621.641,4.195824004004723,33.887639684793655,41.45023191903855
B0005,140,1.349314997503458,67.4657498751729,Critical,216.297,740.891,1106.5,1602.562,4.196258226051591,33.67308060941856,41.27708509224051
B0005,141,1.3441891937970554,67.20945968985276,Critical,207.171,731.781,1087.75,1584.453,4.196612664794988,33.411988203265814,41.06460515498328
B0005,142,1.3389913790695755,66.94956895347877,Critical,206.766,721.86,1077.75,1564.985,4.195850781215982,33.29926524979532,40.99284868101728
B0005,143,1.3389145230206971,66.94572615103486,Critical,206.687,721.844,1087.156,1574.156,4.196002392961924,33.59980731390034,41.29040553417739
B0005,144,1.3340066759761655,66.70033379880827,Critical,207.0,722.359,1078.297,1565.391,4.196207586734141,33.61961195858585,41.22740227746052
B0005,145,1.3286444309174914,66.43222154587457,Critical,197.578,712.828,1059.438,1537.422,4.195534582569042,33.3945201718652,41.04619550953222
B0005,146,1.323170899227622,66.15854496138111,Critical,197.594,703.297,1049.953,1518.141,4.1957439573980455,33.16734508187535,40.85874389007758
B0005,147,1.3181691588445197,65.90845794222598,Critical,188.187,694.093,1040.734,1509.14,4.19586805747139,33.10962161613893,40.79196924883506
B0005,148,1.3184664436640334,65.92332218320168,Critical,197.344,703.219,1049.828,1518.625,4.195347750909715,33.46501751186519,41.14127834456325
B0005,149,1.318293040102702,65.9146520051351,Critical,197.609,694.312,1040.766,1509.203,4.196065828878837,33.442619101404404,41.14429319149828
B0005,150,1.323872422244268,66.19362111221339,Critical,178.73399999999998,684.703,1031.312,1518.625,4.184534803011309,33.037928170775885,40.66184230912503
B0005,151,1.3601216766554785,68.00608383277392,Critical,234.953,759.578,1124.891,1630.5,4.201240476440081,33.4949493613756,41.04669454497069
B0005,152,1.3395306867947354,66.97653433973677,Critical,216.218,731.328,1087.078,1574.609,4.195703567262997,33.491363029025784,41.0462053156659
B0005,153,1.3290286565120697,66.45143282560349,Critical,206.906,712.719,1068.766,1546.516,4.195744519551191,33.329808599922345,40.8683026432256
B0005,154,1.3236741274998955,66.18370637499478,Critical,197.391,703.188,1059.281,1527.469,4.196363050482315,33.27302769298771,40.85283588259973
B0005,155,1.318633896753293,65.93169483766465,Critical,197.062,693.812,1040.453,1509.046,4.1957929878569455,33.229879126701434,40.85270645265791
B0005,156,1.3134751321324272,65.67375660662135,Critical,188.36,694.594,1031.86,1499.828,4.195797286482793,33.20860833999321,40.8263251809212
B0005,157,1.3132020634442203,65.66010317221101,Critical,188.031,693.672,1031.094,1490.312,4.196349384378125,33.236115055926255,40.90308836809665
B0005,158,1.3077959946944353,65.38979973472176,Critical,187.954,684.407,1021.672,1480.532,4.195609431921248,33.18660088296571,40.84337405460518
B0005,159,1.3030329186405918,65.1516459320296,Critical,188.203,675.344,1012.64,1471.687,4.195339917236225,33.174058099115534,40.81792110626284
B0005,160,1.3033573559038203,65.16786779519101,Critical,188.5,675.719,1012.953,1462.719,4.19540205700612,33.253984518546055,40.94699384765951
B0005,161,1.3034100438655642,65.17050219327821,Critical,188.156,674.969,1012.297,1462.141,4.195685302232799,33.3198093248819,41.07493805830632
B0005,162,1.2978870806495706,64.89435403247853,Critical,188.063,675.235,1003.125,1452.656,4.195561297751176,33.33765795318199,41.02476444658572
B0005,163,1.2980735056918902,64.90367528459451,Critical,178.922,666.0,993.734,1443.203,4.196066962029683,33.29076744042025,41.06214198725253
B0005,164,1.293463613844243,64.67318069221216,Critical,178.562,665.734,993.593,1433.937,4.196640912532072,33.27568841807217,40.98366325567302
B0005,165,1.288003392619118,64.4001696309559,Critical,178.875,666.094,984.562,1434.203,4.1956235749123225,33.32067807371405,40.98234242711097
B0005,166,1.2874525221379407,64.37262610689703,Critical,178.688,656.329,984.0,1424.329,4.195862008850563,33.37314972896719,41.06375085817118
B0005,167,1.3090153642307354,65.45076821153677,Critical,197.672,694.094,1031.438,1509.172,4.18482689434833,33.71351889594897,41.047029587744966
B0005,168,1.3250793286429356,66.25396643214678,Critical,225.687,731.546,1078.156,1546.546,4.201968615940368,33.86531768239223,41.051007697556734
B0006,1,2.035337591005598,101.7668795502799,Healthy,435.484,1462.047,2228.297,3111.828,4.179799607333447,32.14277785992152,39.16298653238707
B0006,2,2.025140246031412,101.2570123015706,Healthy,472.032,1480.672,2286.0,3152.235,4.177288238505559,32.29307515705474,39.2462026826329
B0006,3,2.013326371345464,100.6663185672732,Healthy,471.844,1499.953,2286.406,3152.531,4.177795470598289,32.24414709253608,38.999202460252846
B0006,4,2.0132846655407413,100.66423327703706,Healthy,471.969,1499.719,2286.719,3133.078,4.178370492084649,32.14711742429942,38.84362777186652
B0006,5,2.000528337624771,100.02641688123855,Healthy,471.891,1480.531,2285.594,3111.766,4.178015652407259,32.06687277315468,38.97798888258284
B0006,6,2.0138990759931645,100.69495379965822,Healthy,526.313,1536.516,2324.235,3152.141,4.193216523251186,32.03447836207717,38.83989920742278
B0006,7,2.013101105626967,100.65505528134835,Healthy,526.141,1535.844,2322.953,3151.047,4.193679289189224,32.11157496697371,39.04610837498471
B0006,8,1.96878982627284,98.43949131364201,Healthy,472.14,1482.312,2268.765,3075.875,4.176826628115461,32.112576242471775,38.87507521022778
B0006,9,1.9681661764334244,98.40830882167123,Healthy,471.953,1462.625,2248.187,3074.391,4.1761685240208415,32.03566207329278,38.7260539826455
B0006,10,1.9572307917560536,97.86153958780268,Healthy,471.704,1462.797,2229.735,3054.719,4.176897989902666,31.99527968872302,38.98629728904917
B0006,11,1.9455991514129352,97.27995757064676,Healthy,471.969,1444.078,2230.109,3036.141,4.177579509962451,31.874127571841353,38.65978861919643
B0006,12,1.934750504484113,96.73752522420564,Healthy,472.188,1443.782,2192.5,2997.438,4.177870678295105,32.120959708576166,38.84979195732924
B0006,13,1.9232799539368028,96.16399769684014,Healthy,471.766,1425.938,2173.734,2996.719,4.176124493186459,32.11021168908644,38.75128344015104
B0006,14,1.911889930948487,95.59449654742434,Healthy,471.672,1425.078,2173.094,2977.156,4.177784195345462,31.989061278918154,38.76853764058789
B0006,15,1.9010667141979305,95.05333570989653,Healthy,471.75,1406.938,2135.359,2938.781,4.1770625256786165,31.878814448635442,38.84686112344348
B0006,16,1.8891989948061456,94.45994974030728,Healthy,453.938,1388.453,2115.782,2918.172,4.175489274573356,31.767450711024402,38.8658897816528
B0006,17,1.878278372248849,93.91391861244244,Healthy,454.156,1370.297,2098.172,2899.703,4.177366324712495,31.78991634963658,38.647578733807656
B0006,18,1.8675697161520208,93.37848580760104,Healthy,453.89,1352.265,2079.187,2861.609,4.176354539745044,31.82883467218067,38.79218188173866
B0006,19,1.8675892574453767,93.37946287226883,Healthy,453.781,1351.141,2059.75,2861.047,4.177126477703333,31.890449470827843,38.77022223929529
B0006,20,1.979626548250818,98.98132741254089,Healthy,490.312,1481.703,2268.171,3114.375,4.174584178175673,31.51177053595285,37.54320599748628
B0006,21,1.9575499080884025,97.87749540442012,Healthy,490.031,1462.891,2249.516,3095.813,4.175224020262452,31.874488497680712,37.90362577530197
B0006,22,1.9458150170787551,97.29075085393775,Healthy,490.688,1445.141,2212.61,3056.703,4.177217300859919,31.53911453638972,37.6701605139887
B0006,23,1.9242461121680092,96.21230560840046,Healthy,472.141,1426.266,2173.625,3018.063,4.176514514202052,31.220866832188786,37.34166959188387
B0006,24,1.945981133142164,97.2990566571082,Healthy,508.641,1443.875,2192.266,3017.125,4.190007215931237,31.119005145018026,37.28979017254232
B0006,25,1.901407930553079,95.07039652765395,Healthy,472.344,1388.9839999999967,2117.327999999994,2940.1399999999994,4.176973413125379,31.033244078156734,37.16794481484507
B0006,26,1.878674213680085,93.93371068400424,Healthy,453.219,1350.922,2078.391,2899.735,4.173452155236546,31.001249222460967,37.51577848501052
B0006,27,1.8683061328264217,93.41530664132108,Healthy,453.64,1352.656,2060.953,2881.906,4.176098578619343,30.92143474404136,37.24165964092258
B0006,28,1.8560244070083,92.80122035041501,Healthy,435.531,1332.875,2021.75,2841.422,4.17626102066065,30.929360248207214,37.27233216178077
B0006,29,1.8451997961855775,92.25998980927888,Healthy,417.547,1314.531,1984.328,2802.64,4.172854589872979,31.00810965793079,37.2071345030198
